objectid,wuname,wuc,hucarea,huc,swma,area_sqmi,st_areashape,st_perimetershape
84,Kaala,8076,16981773.3073,8076,0,6.55700016,16981560.0187172,34770.6423644093
210,Waikoko,2016,1780806.72146,2016,0,0.68800002,1780877.92273777,5540.24972931434
85,Kealakaha,8077,8938113.43735,8077,0,3.45099998,8937988.62309435,29172.2471660336
87,Kupapaulua,8079,6509432.48176,8079,0,2.51300001,6509340.02515814,18186.8554512974
88,Kaiwiki,8080,5740142.43944,8080,0,2.21600008,5740064.04720764,21568.358291005
89,Kamakoa,8158,492817759.481,8158,0,1.90199995,492820296.622967,112114.925452967
90,Kaula,8081,36788285.0659,8081,0,1.41999996,36787845.0970374,64923.9917587856
91,Kaohaoha,8082,3809588.38757,8082,0,1.47099996,3809528.43971396,11782.2648047173
92,Kaawalii,8083,35707892.131,8083,0,1.37800002,35707440.1772716,40608.9585131217
93,Waipunalei,8084,5301153.49869,8084,0,2.04699993,5301081.93089733,13355.4438615513
94,Laupahoehoe,8085,12088717.4356,8085,0,4.66699982,12088566.7521606,21508.111783592
95,Kilau,8086,6234605.16357,8086,0,2.40700006,6234541.91271439,21283.4702326267
98,Kihalani,8089,1802832.90508,8089,0,0.69599998,1802828.96377378,10458.6346418232
99,Kaiwilahilahi,8090,17157599.2828,8090,0,6.625,17157416.2946621,41412.37454974
100,Haakoa,8091,16049760.5965,8091,0,6.19700003,16049597.8326911,36845.2507754879
101,Pohakuloa,8157,894244835.558,8157,0,3.4519999,894254926.108961,190875.005996611
96,Manowaiopae,8087,4461194.68282,8087,0,1.722,4461158.40122021,16259.1661704543
97,Kuwaikahi,8088,1850106.28147,8088,0,0.71399999,1850102.41841479,9448.32390584228
102,Pahale,8092,10050838.9921,8092,0,3.88100004,10050760.9428003,28764.9242133143
103,Kapehu Camp,8093,4450200.19753,8093,0,1.71800005,4450187.65964215,13692.9128424467
104,Paeohe,8094,2189894.12215,8094,0,0.84600002,2189887.64099571,11098.5852679329
105,Maulua,8095,13579239.3045,8095,0,5.24300003,13579174.3802741,27009.1951140866
106,Pohakupuka,8096,9303573.90302,8096,0,3.59200001,9303508.20733039,31184.781159411
107,Kulanakii,8097,1827932.72941,8097,0,0.70599997,1827926.52028635,18033.531614328
170,Papakanui,7011,1492825.37121,7011,0,0.57599998,1492887.73189139,8042.56854865991
108,Ahole,8098,1727300.27641,8098,0,0.667,1727294.21794981,13785.5129553141
109,Poupou,8099,1592913.80521,8099,0,0.61500001,1592908.07797063,8577.59754925005
110,Manoloa,8100,3393882.57883,8100,0,1.30999994,3393870.483244,18802.9799470338
112,Kaaheiki,8102,690408.983416,8102,0,0.26699999,690406.327734804,7749.20965151902
111,Ninole,8101,4279506.29742,8101,0,1.65199995,4279486.31122184,26167.4917425237
113,Waikolu,8103,1626730.17235,8103,0,0.62800002,1626723.81744861,7488.60288920722
114,Waikaumalo,8104,41273060.1154,8104,0,1.59300005,41272634.6938489,54943.1417156707
115,Waiehu,8105,1557062.91196,8105,0,0.60100001,1557056.43855284,10294.60107667
116,Nanue,8106,14172743.8935,8106,0,5.47200012,14172658.524185,33938.2059546095
117,Opea,8107,5923344.26473,8107,0,2.28699994,5923318.62928848,16228.257748186
118,Kiholo,8156,605879770.579,8156,0,2.33899999,605886708.818356,159249.472182879
147,Paukaa,8133,1666939.47615,8133,0,0.64399999,1666926.27968428,8209.12691345017
119,Peleau,8108,2865607.64713,8108,0,1.10599995,2865594.23056681,9861.05101977232
120,Umauma,8109,86750940.4269,8109,0,3.34899998,86750077.8334277,75263.8205527455
121,Hakalau,8110,26306375.691,8110,0,1.01499999,26306249.4714736,35371.3537968294
122,Kolekole,8111,53380898.9161,8111,0,2.06100011,53380469.6597752,65580.4807702918
131,Waimaauou,8119,3400999.15711,8119,0,1.31299996,3400975.9106498,12552.4002894906
132,Waiaama,8120,9055164.61084,8120,0,3.49600005,9055112.34288833,35570.8964210235
123,Paheehee,8112,7356895.01014,8112,0,2.84100008,7356852.55214284,20183.711220518
124,Honomu,8113,8003546.82503,8113,0,3.08999991,8003502.06946638,31504.032600214
133,Kawainui,8121,21833439.3121,8121,0,8.43000031,21833309.3155424,40287.9442077212
155,Kapapala,8144,470688071.18,8144,0,1.81700003,470683731.156591,123104.647473353
156,Kealakekua,8152,116124836.425,8152,0,4.4829998,116125537.887343,82106.0638043431
157,Kilauea,8141,390499136.56,8141,0,1.50699997,390490967.237277,139520.956610005
158,Kiilae,8151,872594239.134,8151,0,3.36899996,872591632.951354,157506.306214724
159,Pahala,8145,695857724.672,8145,0,2.68600011,695857993.102328,114238.274107391
160,Kilauea Crater,8143,69486316.5799,8143,0,2.68199992,69485088.5213356,59340.4583674945
161,Keauhou Point,8142,170717075.689,8142,0,6.59100008,170713898.602814,63939.5503994991
162,Hilea,8146,242145646.901,8146,0,9.34899998,242146449.179054,96174.0730048762
163,Kiolakaa,8148,169772681.946,8148,0,6.5539999,169772724.044475,107901.150811136
164,Kauna,8150,360590747.631,8150,0,1.39199996,360586668.746423,96591.9766569963
165,Naalehu,8147,119108058.806,8147,0,4.59800005,119107247.643151,61513.6070897991
166,South Point,8149,30116863.9782,8149,0,1.16199994,30116731.7055911,37376.8749186918
125,Laimi,8114,2293177.3072,8114,0,0.88499999,2293163.42071368,17871.0330130412
126,Kapehu,8115,4112311.79136,8115,0,1.58800006,4112286.0392238,15830.6049967016
137,Alakahi,8123,758370.575172,8123,0,0.29300001,758365.185510208,7302.54240458323
138,Honolii,8134,42537114.0039,8134,0,1.64199996,42536748.1722258,65422.9096486641
127,Makea,8116,5324853.73385,8116,0,2.05599999,5324819.27165568,17276.4838238175
128,Alia,8117,3352710.24274,8117,0,1.29400003,3352688.24461057,17633.1248065884
129,Wailuku,8138,578371588.997,8138,0,2.23300004,578368375.862863,146072.098501801
130,Makahanaloa,8118,1240376.18993,8118,0,0.479,1240367.64795644,6371.94253609917
134,Onomea,8122,2179559.47283,8122,0,0.84200001,2179544.27440223,12405.0646167766
135,Kapue,8131,30398490.696,8131,0,1.17299998,30398224.9509688,65216.2330811227
141,Aleamai,8126,812133.792233,8126,0,0.31400001,812127.813382752,7538.69511642057
142,Pahoehoe,8132,17850798.1418,8132,0,6.8920002,17850683.1461354,40058.1905808551
143,Keahole,8155,83935377.1939,8155,0,3.24000001,83935970.3775592,45031.2918079597
136,Hanawi,8124,10145409.7457,8124,0,3.91700006,10145344.6858295,29779.9320569966
139,Kalaoa,8125,1308008.82534,8125,0,0.505,1307999.40834948,12259.0342869964
146,Papaikou,8130,490500.411457,8130,0,0.189,490496.640740628,6168.32420483805
140,Kaieie,8127,7045178.4423,8127,0,2.72000003,7045130.5680471,22595.0075871448
144,Puuokalepa,8128,2373993.0967,8128,0,0.917,2373975.68547054,10302.5496041759
145,Kaapoko,8129,811906.13346,8129,0,0.31299999,811899.86951471,4833.10282869051
148,Maili,8135,10479268.8968,8135,0,4.046,10479204.0803488,26373.8464077227
149,Pukihae,8137,8292138.83721,8137,0,3.2019999,8292110.07753478,23613.570644707
150,Wainaku,8136,4769508.70962,8136,0,1.84200001,4769493.74406664,10832.2495155541
151,Wailoa,8139,461998525.067,8139,0,1.78299999,461996299.922347,139627.379829611
152,Kaahakini,8140,997398969.646,8140,0,3.8499999,997385555.128821,188566.384209209
169,Papakaiki,7012,2135324.50498,7012,0,0.824,2135413.7288257,10698.7680440238
153,Honokohau,8154,36397820.1721,8154,0,1.40499997,36397952.4778651,37284.4613827653
154,Waiaha,8153,575353717.658,8153,0,2.22099996,575356966.66112,136844.651837083
167,Kealia Luna,7014,3274655.10128,7014,0,1.26400006,3274791.43278305,8061.45435743795
168,Waaiki,7013,1116340.19265,7013,0,0.43099999,1116386.75670752,7488.8911498518
171,Kaulana,7010,3616678.67319,7010,0,1.39600003,3616830.16442206,11876.7919973493
172,Hakioawa,7015,3803567.73259,7015,0,1.46899998,3803726.86270778,9808.53402642101
173,Oawawahie,7016,4086711.09842,7016,0,1.57799995,4086882.16030882,10659.8198309562
174,Kuheeia,7009,1415455.97906,7009,0,0.54699999,1415515.17298782,7419.84149622722
175,Olohia,7008,1572886.71579,7008,0,0.60699999,1572952.57292561,8227.28892867455
200,Puukumu,2026,3273962.4263,2026,0,1.26400006,3274073.57118301,10101.6114725388
176,Moaulaiki,7007,3371123.28719,7007,0,1.30200005,3371264.69736615,10039.0510159462
177,Kaukamoku,7006,4179641.86761,7006,0,1.61399996,4179817.57177745,13717.2392032371
201,Kalihiwai,2025,29119810.4287,2025,0,1.12399995,29120858.9791203,34059.6075403222
178,Ahupu,7005,6587954.88065,7005,0,2.54399991,6588232.59513014,16753.645415565
184,Kaukamaka,7018,3364160.97933,7018,0,1.29900002,3364303.37826827,12777.6901712561
179,Ahupuiki,7004,6559310.35032,7004,0,2.53299999,6559587.24067364,12971.2914134653
185,Honokoa,7002,2259659.18828,7002,0,0.87199998,2259754.92857264,7102.81129511568
202,Kalihikai East,2024,1247297.54965,2024,0,0.48199999,1247338.92188428,5841.74465658003
180,Pali o Kalapakea,7017,5005337.5165,7017,0,1.93299997,5005548.35514037,12708.5803480387
181,Makaalae,7003,7476614.37717,7003,0,2.88700008,7476930.39127135,14342.0676320782
182,Kamohio,7020,9394224.39674,7020,0,3.62700009,9394622.92509871,19390.6555583842
183,Kanaloa,7021,7135811.34972,7021,0,2.75500011,7136114.49162527,21210.4934478049
186,Lae Paki,7001,5645182.10345,7001,0,2.18000007,5645421.93621283,13737.3499930272
187,Waikahalulu,7022,13918301.0951,7022,0,5.37400007,13918893.240553,23068.8676888039
203,Maunapuluo,2011,1160042.27114,2011,0,0.44800001,1160086.3831515,4545.54241268511
204,Lumahai,2015,37015638.1673,2015,0,1.42900002,37016973.9514226,36447.0524697816
188,Wai Honu,7024,4975734.48443,7024,0,1.921,4975946.30372469,13737.4889922895
189,Lae o Kaka,7019,7229855.04639,7019,0,2.79099989,7230162.32659206,17654.1528116117
192,Kauapea,2027,2694793.98491,2027,0,1.03999996,2694883.95921408,9586.37647712926
190,Honokanaia,7023,5913034.7983,7023,0,2.28299999,5913287.47777139,15340.4797914252
191,Kilauea,2028,32987759.8301,2028,0,1.273,32988928.107981,31656.3643273634
196,Kalihikai West,2022,778683.39578,2022,0,0.301,778708.944072162,3800.62753481803
197,Wainiha,2014,60804394.4438,2014,0,2.34699988,60806474.5186905,51045.345337186
193,Anini,2021,8212178.95569,2021,0,3.171,8212452.18373482,21108.3047285577
194,Manoa,2013,2661906.04439,2013,0,1.028,2662010.04381021,10384.7837296224
195,Waileia,2020,2099324.66967,2020,0,0.81099999,2099392.91761294,7634.77098539475
199,Limahuli,2012,4911034.62277,2012,0,1.89600003,4911221.37012003,12076.3725702546
205,Kulihaili,2029,2824425.65883,2029,0,1.09099996,2824522.89134641,7693.21508113212
206,Hanalei,2019,61446690.8751,2019,0,2.37199998,61448948.997924,44240.9485173169
207,Pilaa,2030,6603687.23122,2030,0,2.54999995,6603918.6851714,14093.8085867992
208,Waipake,2031,6300124.76915,2031,0,2.43199992,6300346.51334343,13954.9375497786
