objectid,hawaiistgrdsownerlulcarea,perimeter,landcover,featureuid,createdate,createdby,modifieddate,modifiedby,agency,deliverydate,sourceid,severity,publishdate,comments,st_areashape,st_perimetershape
2232,1316325.05,7670.249,"Orchards, Groves, Vineyards, Nurseries and Ornamental Horticultural Areas",{B87B95D0-DB3F-4BB6-8A70-09E63C66BD80},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,1316327.40648551,7670.25588243365
2233,410065.485,2592.056,Evergreen Forest Land,{7F39D280-06F1-4BEF-9276-7BDF7E72D27E},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,410063.623066186,2592.04468525274
2234,392527.505,2758.44,Evergreen Forest Land,{007E5CD7-7321-41B0-9B26-3DB204CA7C37},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,392524.947476727,2758.43055612547
2235,57866.68,935.934,Residential,{206A8AB2-7B1A-47E0-BA5F-95E433BB5351},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,57866.7379638179,935.934399445539
2236,408371.588,3763.24,Residential,{5E5552E3-1BB6-441F-B7FC-0D8D2D18E741},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,408368.763101944,3763.22848809812
2237,310247.147,2405.36,Cropland and Pasture,{FAD17415-E1BA-4724-AE8E-3BE9BA14D600},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,310247.787137714,2405.35965179415
2244,1156745.849,4994.386,Evergreen Forest Land,{2FEE5775-D971-4014-9A36-42C82EEFE105},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,1156750.24100503,4994.39431989393
2238,3005609.034,9836.42,Mixed Rangeland,{354C0870-D14C-4311-9342-D337F59C4E29},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,3005612.87438493,9836.42429576555
2239,698699.674,3931.44,Evergreen Forest Land,{B4DB0600-C5DE-4C4C-807D-D1652F58A45B},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,698696.250589272,3931.41228672346
2241,2215058.817,8091.048,Mixed Rangeland,{D82F3254-D12F-4DE1-A3A6-79CB76D5741B},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,2215064.79761944,8091.05666974228
2242,797770.605,4579.409,Mixed Rangeland,{DFE33A4D-5D7F-48B2-AEAE-B0519FC112E4},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,797772.183568996,4579.41238431776
2243,1605639.699,6397.435,Cropland and Pasture,{4E3958A0-D224-4809-83DF-544B88416484},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,1605622.7009412,6397.39841154907
2245,447924.825,2840.118,Cropland and Pasture,{ADB92CB9-C2F3-4403-B6C6-F89DDE567BE9},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,447922.094761089,2840.10789600399
2240,39603877.146,43802.081,Mixed Rangeland,{DCCA7148-CD1B-4FAB-992E-34BF01E094E8},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,39603434.860596,43801.8415691166
2246,1155118.199,6298.07,Shrub and Brush Rangeland,{C197317B-ED1A-4574-963E-C2F082ACD4E6},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,1155137.45533803,6298.12524734773
2247,295834.095,2194.34,Shrub and Brush Rangeland,{204AC63B-0187-4F57-9098-B4AE837DBF75},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,295838.936287235,2194.3581404277
2248,94259.577,1253.808,Commercial and Services,{3F5DD55D-C963-48F3-9EF1-F19563851BDA},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,94260.1512696804,1253.81140223102
2249,294656.175,2306.899,Shrub and Brush Rangeland,{0E498618-6011-4D9D-B910-F699C586D36E},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,294655.618400027,2306.89768701974
2250,9911185.256,22887.972,Cropland and Pasture,{4C49E69E-B1B5-4044-BD37-1623A6C88DE6},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,9911221.19689544,22888.0019924108
2251,6064989.505,14015.525,Shrub and Brush Rangeland,{FC273576-F2B0-4E9E-8A58-959373553C51},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,6064979.55847653,14015.4850126573
2252,65593.065,1076.923,Residential,{6CB721F2-F21E-46AA-A76D-450507D92128},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,65593.1734228916,1076.92420363261
2253,43323.309,837.702,Residential,{1D6035F8-5BDF-4048-BB62-839E0FB4A669},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,43323.3565780027,837.702390332941
2254,125287.762,1483.333,Residential,{6A811A00-6B87-4DDC-9861-DE14A58C4C4A},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,125287.876987882,1483.33382484952
2255,4045139.93,10899.842,Cropland and Pasture,{D6389A9D-446D-4EAC-BEDE-C45C7ACF74C8},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,4045147.64323043,10899.8443419858
2256,138370.774,1565.596,Commercial and Services,{438C087B-75A6-4EF2-B6EF-39D9019BE990},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,138369.805141191,1565.59166884862
2270,304081.872,2381.77,Shrub and Brush Rangeland,{9B2BFA36-FB85-4FB8-B59A-B8A3DA430CDE},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,304081.48383521,2381.76948501483
2271,31769.08,688.157,Residential,{C2C19FE7-114D-4960-85A4-9ADB2986EA65},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,31769.1127780836,688.157625294683
2257,707483.05,6437.053,Commercial and Services,{939B7364-BDA1-4758-A34A-0310E4B50381},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,707483.566620222,6437.05655821815
2258,366987.035,3853.712,Residential,{B8787C96-7B22-4180-AA07-A1D9DD3700D8},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,366987.465780315,3853.70884584882
2259,254844.822,2451.771,Evergreen Forest Land,{D023DFBD-0B31-4826-9EA3-3577FB5213EE},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,254843.862686132,2451.75943919355
2260,234823.518,1957.932,Shrub and Brush Rangeland,{61F692A3-C0A9-42A2-ADCD-393553F61129},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,234823.250291172,1957.93046312159
2261,6530115.931,17395.72,Evergreen Forest Land,{3F2BC34D-2EFB-4E4D-9448-4BE98B639C1B},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,6530133.03698606,17395.7371354405
2262,3379064.712,10280.649,Evergreen Forest Land,{CBD62DEF-58E0-475C-81E7-630F5B2D1C8E},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,3379051.99505975,10280.6013538362
2263,62447.526,947.394,Residential,{0C0E3639-E190-429E-9587-61982040B903},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,62447.6436930566,947.395002206616
2264,131298141.646,152807.042,Shrub and Brush Rangeland,{5A9E6845-113B-4737-B376-B84226C608A4},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,131300089.504734,152808.039804848
2265,293665.08,2387.298,Shrub and Brush Rangeland,{7010B1EC-14B8-4ADD-B85D-A0D7BDA5DFD1},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,293665.602763185,2387.30011095133
2266,1787539.387,8292.34,Cropland and Pasture,{DD44499F-92C1-4C90-BA47-6CF82A391736},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,1787541.8842373,8292.34589515214
2267,1287580.639,5374.874,Evergreen Forest Land,{B58F6419-4B26-4868-8E03-7FE4575496BB},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,1287571.03059065,5374.85201878864
2268,106728.964,1395.244,Residential,{491FABC4-1BEF-4EB1-BA80-D40B866685F7},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,106729.132717351,1395.24561608583
2269,33500.11,690.434,Residential,{259D9478-8677-4AA7-A26B-BCC3C259DBF0},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,33499.8819031005,690.431412493977
2272,513965.274,4062.321,"Orchards, Groves, Vineyards, Nurseries and Ornamental Horticultural Areas",{3C1DA18E-0E3F-4D87-A28C-6E79BA585875},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,513966.062539865,4062.32382545654
2273,557612.84,2909.122,Mixed Rangeland,{C5664971-9EF3-4AFC-8737-692C0C35ADBD},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,557615.388959967,2909.12821034175
2274,1868155.629,9065.352,Shrub and Brush Rangeland,{03C5E8CC-F2A4-463E-84BF-B9DB69299638},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,1868186.53849256,9065.42684418021
2275,334992.444,2801.607,Shrub and Brush Rangeland,{F6F94093-BA4D-483C-BF48-F541665B3E50},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,334992.711741089,2801.60606990439
2276,83070.053,1165.577,Other Agricultural Land,{3F7FFC73-0E7A-4B5B-8F02-3F51011D0F6D},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,83069.4844990376,1165.57375292136
2277,485184.654,5284.076,Residential,{980AD429-58D1-4ABC-9530-87F821103401},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,485185.016412577,5284.0771604343
2282,120928.125,1419.239,Residential,{B399172D-DB06-4022-A2D0-F9802C6C9C98},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,120927.236643429,1419.23490053755
2283,909145.96,4953.88,Shrub and Brush Rangeland,{265DBF30-4C3D-4169-8091-E345C5E9666C},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,909144.210465166,4953.87844404511
2278,5033125.343,16678.557,Mixed Rangeland,{8E7CE995-4400-4660-AC64-1688DDAC9383},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,5033137.01299267,16678.5727059347
2279,10096563.957,18288.197,Shrub and Brush Rangeland,{DCF07F8E-F46F-42C6-8705-F5B28988518E},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,10096537.8584816,18288.1434867025
2280,30328822.343,75726.497,Shrub and Brush Rangeland,{A70130D0-E110-4C28-95EC-DC64FC087A45},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,30328834.0315185,75726.5158662179
2281,200348.009,2145.29,Residential,{69A7C597-8971-4BC9-9850-8599F082832D},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,200348.293827868,2145.29206110231
2284,461392.807,2659.313,Mixed Rangeland,{3B712CC6-5957-4FB2-8503-45A393CA220D},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,461393.168813287,2659.31358390473
2285,272596.182,2033.193,Residential,{2978D607-C2BF-43FD-997F-0A01ADDE26C0},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,272596.526607239,2033.19548245167
2286,240367.878,1982.723,Evergreen Forest Land,{9AF9420F-30AC-4214-B170-E6CAFD46473E},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,240366.177473693,1982.71579403638
2287,628116.023,3664.921,Shrub and Brush Rangeland,{C7200A16-5912-4620-A05C-FEEEC4769711},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,628125.509203324,3664.94568645505
2288,221092.013,1844.059,Shrub and Brush Rangeland,{62C3EB7C-23CE-437C-9027-EE618065D005},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,221091.851392142,1844.05956177754
2289,34804.762,739.428,Residential,{104A780A-1A51-4F24-8F66-7D58B9A6FFC1},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,34804.5063962226,739.424906165244
2290,112081.49,1470.344,Mixed Urban or Built-up Land,{3D2A5B73-BEA5-4B55-BC6D-CA9A734C00B9},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,112080.68738648,1470.34041979642
2291,51726.691,871.115,Mixed Urban or Built-up Land,{6E50AC65-F9CB-4D3A-9921-1322EDEEE079},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,51726.7662067027,871.11561193085
2292,1937250.814,6248.907,Shrub and Brush Rangeland,{9D0BB87C-DDED-4C19-B60F-B657B6B1BA3D},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,1937280.79161615,6248.9509035969
2293,48238.136,931.794,Commercial and Services,{A722183B-F901-4142-A55D-9464DA0AB1BD},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,48238.2078334149,931.794720984733
2294,39226.529,821.536,Commercial and Services,{C08ACCD5-B67F-4CE0-A2CE-45F105924FD4},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,39226.5603737099,821.536484578992
2295,186437.895,2149.991,Residential,{8B73237B-E2F5-41F9-AA82-7923938391B7},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,186438.120785472,2149.99272493189
2296,33562.009,855.079,Residential,{0AF28F50-C548-40EA-9FE3-AF41CE2C5D2E},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,33562.0273639393,855.079381315845
2297,298322.168,2353.084,Residential,{FAE019E7-6050-40C0-A199-408396D7A1A9},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,298322.372245893,2353.08330014981
2298,90958.22,1272.995,Mixed Urban or Built-up Land,{C4CF1ABB-99F9-468E-B19F-4A6AF99B65BF},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,90957.5412987113,1272.99006995593
2299,743440.217,4122.695,Evergreen Forest Land,{AADF6CF2-D616-4977-98EC-60B8DE649A13},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,743431.974859555,4122.67297916171
2300,56552.996,904.019,Transitional Areas,{C8C6028D-9247-457A-A7B2-FB95F44BB82F},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,56553.0454923133,904.020087191323
2301,386843.071,2683.637,Mixed Rangeland,{0AC1DCE7-ED54-4F86-81AF-46C759AFDA2D},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,386843.428903098,2683.63907421956
2302,488524.268,2751.541,Cropland and Pasture,{AF942DE1-945A-47B5-95ED-A12E572F0C9E},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,488519.133468945,2751.52678327914
2303,450679.413,2977.996,"Orchards, Groves, Vineyards, Nurseries and Ornamental Horticultural Areas",{B774838F-7945-4349-9027-4B3C0F830558},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,450676.098927318,2977.98499984189
2304,35224.927,767.802,Residential,{A3B18703-4CC2-43AA-9302-19D165EBD960},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,35224.9559471724,767.802280573024
2305,49173.374,849.286,Residential,{CA935D67-2DD2-40AE-AE81-C913E13C57AA},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,49172.9979824866,849.282249844241
2306,1523556.218,6996.26,Cropland and Pasture,{3DB20F25-8C85-4F15-A1D2-A4F414C01E53},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,1523558.14469296,6996.26097920831
2307,112554.786,1456.578,Residential,{3CCB145A-3CA7-4EF2-8B33-AB6386DB24B3},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,112554.926405931,1456.57965613885
2308,102090.831,1376.987,Mixed Urban or Built-up Land,{6331BAAE-B4F3-4905-AA85-813327DC8172},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,102090.884886408,1376.98793048763
2309,660281.338,3093.154,Evergreen Forest Land,{7B932706-FB2B-49D2-A3AE-7B34D3EB634A},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,660276.129548196,3093.14311019908
2310,687015.858,3804.697,Shrub and Brush Rangeland,{357F197F-6649-47A8-8744-5D172844E535},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,687026.035666455,3804.72235972916
2311,2837810.843,10791.4,Cropland and Pasture,{B85CC3E2-86E0-4687-A459-963123AC8460},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,2837787.19752667,10791.3619640256
2312,10300099.296,15740.536,Shrub and Brush Rangeland,{35B94508-70F1-46E3-AEF0-555ED44D493A},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,10300060.8146675,15740.4769926523
2351,169546.728,1773.358,Commercial and Services,{582C9F60-457B-4E3B-B9FE-B0E825FC3EBC},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,169546.761242239,1773.35906429826
2313,504200.999,3169.272,Residential,{84D6E832-205E-41F3-BFD5-5738251BA6D5},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,504201.473897067,3169.27024642762
2314,92818.623,1187.473,Mixed Urban or Built-up Land,{B0B7AA73-187B-45F4-9EE8-2F6C905F2E30},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,92817.926031759,1187.46803833103
2315,616933.771,4192.675,Shrub and Brush Rangeland,{9B9EEF59-AE2E-4699-94E6-618781F9DFE6},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,616943.558459745,4192.70540109041
2316,841597.182,4075.172,Evergreen Forest Land,{3551B411-2CF7-4C3D-8FFE-6CAC35208BD8},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,841601.287511442,4075.18460525965
2317,1464088.279,8049.647,Shrub and Brush Rangeland,{FF132F61-8288-4DEF-925E-C96B36DA7C48},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,1464089.98133486,8049.65187646852
2318,56020.515,976.762,Other Agricultural Land,{A15355B9-9170-4CD5-B3FF-2C0F5BDEA0B8},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,56020.0853631726,976.758253887644
2319,312492.299,2364.591,Mixed Rangeland,{7CDE2F52-8A4C-4258-8E18-E4AB791FF1F2},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,312492.745594459,2364.59075891028
2320,191741.173,2265.791,Residential,{1A5DA634-88F9-4CAB-8306-D74B14B0076F},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,191741.391473603,2265.79487685983
2321,817040.45,4667.333,"Orchards, Groves, Vineyards, Nurseries and Ornamental Horticultural Areas",{052DCFEF-4D86-43C4-8011-8752A109BF7D},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,817034.279834746,4667.31636008233
2322,523419.586,3267.768,Mixed Rangeland,{F40C8BEB-72DD-4BE3-AC58-2E06E2A14408},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,523420.055041236,3267.76945455735
2323,1650243.699,5639.399,Shrub and Brush Rangeland,{E3BB7F06-251B-4D35-8D8D-F52BD0F5963D},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,1650269.80036629,5639.4422321948
2324,89361.308,1180.652,Residential,{8F9D4161-3975-4DC7-9D45-B0CBB262A206},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,89360.6045146476,1180.64736007526
2325,445527.955,4221.341,Residential,{A07DE7BA-890E-4EB2-B124-E47807306D80},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,445528.282797522,4221.35007351752
2326,295618.983,2547.105,Cropland and Pasture,{BF6713B5-36E8-4C64-B096-63B8A657AEBF},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,295619.285337984,2547.1060247365
2327,177737.964,2182.528,Residential,{2E6F90CB-CC43-4BC3-8C94-104BFBB8B033},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,177736.452964499,2182.51948026167
2328,513972.818,3204.197,Evergreen Forest Land,{11380089-9655-439B-9D11-D69A6C695E3C},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,513968.7671625,3204.18234022642
2329,2712.161,266.242,Evergreen Forest Land,{6B2D901A-209D-4D3E-B12E-38567C1E6B7B},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,2712.14571812232,266.240680251726
2330,29009848.315,58934.472,Shrub and Brush Rangeland,{DD65F6D0-53E4-4759-BF48-4C53D0828D67},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,29009532.683711,58934.1591193585
2331,241132.46,2203.766,Residential,{7FA0684E-4A2A-40F3-8C0C-4AEA8220C74E},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,241132.559037402,2203.76727938591
2332,893144.852,3843.937,Shrub and Brush Rangeland,{4BB13D86-62DD-4974-B615-7AB36E674D43},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,893140.566802229,3843.92867455805
2333,460020.241,4940.318,Residential,{D3FB4683-C82B-4E7E-99F6-C606190CCEA8},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,460020.637192332,4940.32875574418
2334,1072435.213,4417.75,Evergreen Forest Land,{4C8BC11A-5A27-456E-802A-3F023D32102D},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,1072425.95558907,4417.73333088345
2335,44037.27,875.104,Residential,{3D982FD2-F265-45DC-874C-C68E4D52ACC7},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,44036.8005337538,875.099966309258
2336,66688.15,1007.112,Residential,{70A67E3F-9BF1-48F9-B059-0115936763A9},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,66687.4280984767,1007.10632723673
2337,330667.704,2426.136,Cropland and Pasture,{D066D09C-0EA4-4991-BB8C-1B4E098D3938},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,330668.04917003,2426.13632966176
2338,374883.064,2327.463,Shrub and Brush Rangeland,{EC7FDC0E-EA3C-4BC1-AFC8-A59DD384CE5F},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,374884.890887503,2327.47074213754
2339,957989.894,5432.237,"Orchards, Groves, Vineyards, Nurseries and Ornamental Horticultural Areas",{09A45D0B-9881-4A96-A253-D7F55508BEAE},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,957990.733814627,5432.23704203453
2340,1989635.369,10422.63,Transitional Areas,{658517A5-91D1-4227-938E-2256DDC1A727},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,1989612.25428706,10422.5654847828
2341,3760670.934,12489.772,Residential,{9FF04141-56C7-4090-8EED-A9186E623320},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,3760627.55310512,12489.6959860559
2342,1699372.41,8602.486,Mixed Rangeland,{C74D5172-2A30-4B06-A8A4-114D456A9769},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,1699378.16321194,8602.48350345867
2343,499158.158,3453.362,Residential,{72C86EE9-1056-4911-A854-9E33DEEC66D5},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,499152.810649752,3453.34209672241
2344,446326.696,2554.152,Evergreen Forest Land,{470CA6C8-2554-4551-99B9-5859D2D6D2C6},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,446322.816730111,2554.13957597937
2345,77357.341,1245.234,Mixed Urban or Built-up Land,{272FAD0B-F609-45A2-AE10-9F9350DE1B33},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,77356.7242583738,1245.22909907942
2346,60994.654,1045.784,Residential,{D923E1A7-5782-44AC-B16B-20DBEC0125EC},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,60994.6727735954,1045.78461693101
2347,69717.992,1046.036,Residential,{EA9C02C3-F313-4BF3-BD8D-67709C200BE4},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,69718.0355589232,1046.03719980256
2348,591611.773,4202.107,Cropland and Pasture,{F50F86C5-7714-475A-AA8F-DB2CD8B6E4AF},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,591612.349833619,4202.10541801864
2349,202738.826,2027.34,Cropland and Pasture,{07D94F05-143E-436E-97F1-30B1D2F4BAF5},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,202737.253219743,2027.33254676693
2350,52135.798,909.467,Commercial and Services,{614BFB3B-380D-4A78-A1AB-0F021E05C800},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,52135.2517983525,909.461905782338
2353,915636.236,4499.006,Evergreen Forest Land,{8A5B5A15-793C-42E9-B0EE-899A3C97A171},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,915625.51310675,4498.97400214789
2354,85080.77,1255.942,Mixed Urban or Built-up Land,{FA898A85-00F4-4616-98EB-8C2E9CCE5E08},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,85080.0842380483,1255.93749625613
2355,13653737.689,35374.357,Shrub and Brush Rangeland,{2181AC4E-1F3F-47E4-9BD5-6B10AF4B3256},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,13653576.2585063,35374.1252104583
2382,127307.212,1597.207,Residential,{61244960-6EDE-4A92-BA45-439072437927},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,127306.159109901,1597.1991126692
